'x','y'
0.5,3.79999995231628
0.5,3.5
0.5,3.79999995231628
1,3.20000004768372
1,3.40000009536743
1,3.29999995231628
1,3.59999990463257
2,2.90000009536743
2,2.59999990463257
2,2.70000004768372
2,3.20000004768372
3,2.40000009536743
3,2.5
3,2.70000004768372
3,2.29999995231628
4,2.29999995231628
4,2.20000004768372
4,2.29999995231628
