'unpolished height, x (nms)','polished height, x (nms)'
8.651,2.077
5.202,1.732
8.497,1.465
14.73,3.241
11.849,3.096
6.309,2.12
7.953,1.548
9.933,2.183
7.708,2.11
10.588,2.545
5.641,1.979
7.101,1.639
8.184,2.264
8.106,2.054
4.073,1.993
18.57,2.342
7.978,2.039
9.877,1.562
7.437,2.263
4.684,1.428
4.339,2.437
7.038,2.231
14.824,1.913
8.546,2.181
9.194,1.48
9.748,2.177
11.943,2.51
5.216,1.775
9.182,2.201
12.049,2.354
8.353,2.23
8.271,2.861
10.327,
9.748,
12.452,
