'Time, M (min)','Time, F (min)'
15,32
15,24
18,25
12,15
18,28
18,20
30,20
15,15
20,10
15,35
20,30
27,60
10,45
20,30
25,20
23,20
8,30
20,25
20,10
10,40
7,27
13,5
15,25
25,25
18,35
20,20
20,40
15,25
15,18
20,22
25,14
23,20
20,25
15,25
10,15
20,25
25,28
,30
,35
,24
,30
,30
