'Populat','CrimRate'
10,12
1.29999995231628,9.5
2.09999990463257,9.19999980926514
7,8.39999961853027
4.40000009536743,8.19999980926514
0.300000011920929,7.30000019073486
0.300000011920929,7.09999990463257
0.200000002980232,7
0.200000002980232,6.90000009536743
0.400000005960464,6.90000009536743
